"Gender"	"Age"	"region"	"date"	"value type"	"value"	"flag"
"Male"	"Age 0 - 4"	"North East"	"1991"	"number"	87189	""
"Male"	"Age 0 - 4"	"North East"	"1992"	"number"	87505	""
"Male"	"Age 0 - 4"	"North East"	"1993"	"number"	86725	""
"Male"	"Age 0 - 4"	"North East"	"1994"	"number"	85937	""
"Male"	"Age 0 - 4"	"North East"	"1995"	"number"	84365	""
"Male"	"Age 0 - 4"	"North East"	"1996"	"number"	81832	""
"Male"	"Age 0 - 4"	"North East"	"1997"	"number"	79305	""
"Male"	"Age 0 - 4"	"North East"	"1998"	"number"	77368	""
"Male"	"Age 0 - 4"	"North East"	"1999"	"number"	75149	""
"Male"	"Age 0 - 4"	"North East"	"2000"	"number"	73397	""
"Male"	"Age 0 - 4"	"North East"	"2001"	"number"	71410	""
"Male"	"Age 0 - 4"	"North East"	"2002"	"number"	69767	""
"Male"	"Age 0 - 4"	"North East"	"2003"	"number"	68933	""
"Male"	"Age 0 - 4"	"North East"	"2004"	"number"	68922	""
"Male"	"Age 0 - 4"	"North East"	"2005"	"number"	68973	""
"Male"	"Age 0 - 4"	"North East"	"2006"	"number"	70103	""
"Male"	"Age 0 - 4"	"North East"	"2007"	"number"	71721	""
"Male"	"Age 0 - 4"	"North East"	"2008"	"number"	73454	""
"Male"	"Age 0 - 4"	"North East"	"2009"	"number"	74600	""
"Male"	"Age 0 - 4"	"North East"	"2010"	"number"	76006	""
"Male"	"Age 0 - 4"	"North East"	"2011"	"number"	76913	""
"Male"	"Age 0 - 4"	"North East"	"2012"	"number"	77736	""
"Male"	"Age 0 - 4"	"North East"	"2013"	"number"	77793	""
"Male"	"Age 0 - 4"	"North East"	"2014"	"number"	77613	""
"Male"	"Age 0 - 4"	"North East"	"2015"	"number"	76895	""
"Male"	"Age 0 - 4"	"North East"	"2016"	"number"	75950	""
"Male"	"Age 0 - 4"	"North East"	"2017"	"number"	74603	""
"Male"	"Age 0 - 4"	"North East"	"2018"	"number"	73290	""
"Male"	"Age 0 - 4"	"North East"	"2019"	"number"	71869	""
"Male"	"Age 0 - 4"	"North East"	"2020"	"number"	70116	""
"Male"	"Age 0 - 4"	"North East"	"2021"	"number"	68218	""
"Male"	"Age 0 - 4"	"North East"	"2022"	"number"	68232	""
"Male"	"Age 0 - 4"	"North West"	"1991"	"number"	242657	""
"Male"	"Age 0 - 4"	"North West"	"1992"	"number"	243883	""
"Male"	"Age 0 - 4"	"North West"	"1993"	"number"	241465	""
"Male"	"Age 0 - 4"	"North West"	"1994"	"number"	239104	""
"Male"	"Age 0 - 4"	"North West"	"1995"	"number"	233597	""
"Male"	"Age 0 - 4"	"North West"	"1996"	"number"	225780	""
"Male"	"Age 0 - 4"	"North West"	"1997"	"number"	219704	""
"Male"	"Age 0 - 4"	"North West"	"1998"	"number"	215167	""
"Male"	"Age 0 - 4"	"North West"	"1999"	"number"	211017	""
"Male"	"Age 0 - 4"	"North West"	"2000"	"number"	207182	""
"Male"	"Age 0 - 4"	"North West"	"2001"	"number"	202643	""
"Male"	"Age 0 - 4"	"North West"	"2002"	"number"	198030	""
"Male"	"Age 0 - 4"	"North West"	"2003"	"number"	196751	""
"Male"	"Age 0 - 4"	"North West"	"2004"	"number"	197081	""
"Male"	"Age 0 - 4"	"North West"	"2005"	"number"	198664	""
"Male"	"Age 0 - 4"	"North West"	"2006"	"number"	202240	""
"Male"	"Age 0 - 4"	"North West"	"2007"	"number"	207193	""
"Male"	"Age 0 - 4"	"North West"	"2008"	"number"	213124	""
"Male"	"Age 0 - 4"	"North West"	"2009"	"number"	216891	""
"Male"	"Age 0 - 4"	"North West"	"2010"	"number"	220252	""
"Male"	"Age 0 - 4"	"North West"	"2011"	"number"	221723	""
"Male"	"Age 0 - 4"	"North West"	"2012"	"number"	224675	""
"Male"	"Age 0 - 4"	"North West"	"2013"	"number"	225247	""
"Male"	"Age 0 - 4"	"North West"	"2014"	"number"	225679	""
"Male"	"Age 0 - 4"	"North West"	"2015"	"number"	225530	""
"Male"	"Age 0 - 4"	"North West"	"2016"	"number"	224900	""
"Male"	"Age 0 - 4"	"North West"	"2017"	"number"	222639	""
"Male"	"Age 0 - 4"	"North West"	"2018"	"number"	219279	""
"Male"	"Age 0 - 4"	"North West"	"2019"	"number"	216656	""
"Male"	"Age 0 - 4"	"North West"	"2020"	"number"	212293	""
"Male"	"Age 0 - 4"	"North West"	"2021"	"number"	207121	""
"Male"	"Age 0 - 4"	"North West"	"2022"	"number"	207768	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"1991"	"number"	171119	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"1992"	"number"	172586	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"1993"	"number"	171580	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"1994"	"number"	171255	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"1995"	"number"	168185	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"1996"	"number"	164420	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"1997"	"number"	161007	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"1998"	"number"	158100	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"1999"	"number"	155160	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2000"	"number"	152015	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2001"	"number"	148372	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2002"	"number"	145983	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2003"	"number"	144904	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2004"	"number"	146028	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2005"	"number"	148006	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2006"	"number"	150759	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2007"	"number"	154846	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2008"	"number"	159786	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2009"	"number"	163087	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2010"	"number"	166379	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2011"	"number"	168162	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2012"	"number"	170032	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2013"	"number"	170058	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2014"	"number"	169473	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2015"	"number"	168204	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2016"	"number"	167067	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2017"	"number"	164706	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2018"	"number"	161543	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2019"	"number"	158754	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2020"	"number"	155632	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2021"	"number"	151540	""
"Male"	"Age 0 - 4"	"Yorkshire and The Humber"	"2022"	"number"	151286	""
"Male"	"Age 0 - 4"	"East Midlands"	"1991"	"number"	136297	""
"Male"	"Age 0 - 4"	"East Midlands"	"1992"	"number"	138015	""
"Male"	"Age 0 - 4"	"East Midlands"	"1993"	"number"	137784	""
"Male"	"Age 0 - 4"	"East Midlands"	"1994"	"number"	137669	""
"Male"	"Age 0 - 4"	"East Midlands"	"1995"	"number"	136129	""
"Male"	"Age 0 - 4"	"East Midlands"	"1996"	"number"	133324	""
"Male"	"Age 0 - 4"	"East Midlands"	"1997"	"number"	130578	""
"Male"	"Age 0 - 4"	"East Midlands"	"1998"	"number"	128178	""
"Male"	"Age 0 - 4"	"East Midlands"	"1999"	"number"	127333	""
"Male"	"Age 0 - 4"	"East Midlands"	"2000"	"number"	125286	""
"Male"	"Age 0 - 4"	"East Midlands"	"2001"	"number"	123037	""
"Male"	"Age 0 - 4"	"East Midlands"	"2002"	"number"	121653	""
"Male"	"Age 0 - 4"	"East Midlands"	"2003"	"number"	120803	""
"Male"	"Age 0 - 4"	"East Midlands"	"2004"	"number"	121095	""
"Male"	"Age 0 - 4"	"East Midlands"	"2005"	"number"	121929	""
"Male"	"Age 0 - 4"	"East Midlands"	"2006"	"number"	123979	""
"Male"	"Age 0 - 4"	"East Midlands"	"2007"	"number"	127337	""
"Male"	"Age 0 - 4"	"East Midlands"	"2008"	"number"	131275	""
"Male"	"Age 0 - 4"	"East Midlands"	"2009"	"number"	133611	""
"Male"	"Age 0 - 4"	"East Midlands"	"2010"	"number"	136705	""
"Male"	"Age 0 - 4"	"East Midlands"	"2011"	"number"	138379	""
"Male"	"Age 0 - 4"	"East Midlands"	"2012"	"number"	140822	""
"Male"	"Age 0 - 4"	"East Midlands"	"2013"	"number"	141011	""
"Male"	"Age 0 - 4"	"East Midlands"	"2014"	"number"	141000	""
"Male"	"Age 0 - 4"	"East Midlands"	"2015"	"number"	141134	""
"Male"	"Age 0 - 4"	"East Midlands"	"2016"	"number"	140510	""
"Male"	"Age 0 - 4"	"East Midlands"	"2017"	"number"	139222	""
"Male"	"Age 0 - 4"	"East Midlands"	"2018"	"number"	137546	""
"Male"	"Age 0 - 4"	"East Midlands"	"2019"	"number"	135396	""
"Male"	"Age 0 - 4"	"East Midlands"	"2020"	"number"	132061	""
"Male"	"Age 0 - 4"	"East Midlands"	"2021"	"number"	129231	""
"Male"	"Age 0 - 4"	"East Midlands"	"2022"	"number"	129888	""
"Male"	"Age 0 - 4"	"West Midlands"	"1991"	"number"	184402	""
"Male"	"Age 0 - 4"	"West Midlands"	"1992"	"number"	185525	""
"Male"	"Age 0 - 4"	"West Midlands"	"1993"	"number"	184372	""
"Male"	"Age 0 - 4"	"West Midlands"	"1994"	"number"	182903	""
"Male"	"Age 0 - 4"	"West Midlands"	"1995"	"number"	180019	""
"Male"	"Age 0 - 4"	"West Midlands"	"1996"	"number"	175752	""
"Male"	"Age 0 - 4"	"West Midlands"	"1997"	"number"	172898	""
"Male"	"Age 0 - 4"	"West Midlands"	"1998"	"number"	170810	""
"Male"	"Age 0 - 4"	"West Midlands"	"1999"	"number"	168829	""
"Male"	"Age 0 - 4"	"West Midlands"	"2000"	"number"	166476	""
"Male"	"Age 0 - 4"	"West Midlands"	"2001"	"number"	163077	""
"Male"	"Age 0 - 4"	"West Midlands"	"2002"	"number"	160404	""
"Male"	"Age 0 - 4"	"West Midlands"	"2003"	"number"	159578	""
"Male"	"Age 0 - 4"	"West Midlands"	"2004"	"number"	160308	""
"Male"	"Age 0 - 4"	"West Midlands"	"2005"	"number"	161950	""
"Male"	"Age 0 - 4"	"West Midlands"	"2006"	"number"	165139	""
"Male"	"Age 0 - 4"	"West Midlands"	"2007"	"number"	169403	""
"Male"	"Age 0 - 4"	"West Midlands"	"2008"	"number"	174031	""
"Male"	"Age 0 - 4"	"West Midlands"	"2009"	"number"	177198	""
"Male"	"Age 0 - 4"	"West Midlands"	"2010"	"number"	179930	""
"Male"	"Age 0 - 4"	"West Midlands"	"2011"	"number"	182283	""
"Male"	"Age 0 - 4"	"West Midlands"	"2012"	"number"	185301	""
"Male"	"Age 0 - 4"	"West Midlands"	"2013"	"number"	186544	""
"Male"	"Age 0 - 4"	"West Midlands"	"2014"	"number"	187119	""
"Male"	"Age 0 - 4"	"West Midlands"	"2015"	"number"	186864	""
"Male"	"Age 0 - 4"	"West Midlands"	"2016"	"number"	186341	""
"Male"	"Age 0 - 4"	"West Midlands"	"2017"	"number"	184227	""
"Male"	"Age 0 - 4"	"West Midlands"	"2018"	"number"	180785	""
"Male"	"Age 0 - 4"	"West Midlands"	"2019"	"number"	177837	""
"Male"	"Age 0 - 4"	"West Midlands"	"2020"	"number"	174702	""
"Male"	"Age 0 - 4"	"West Midlands"	"2021"	"number"	170132	""
"Male"	"Age 0 - 4"	"West Midlands"	"2022"	"number"	171164	""
"Male"	"Age 0 - 4"	"East"	"1991"	"number"	174035	""
"Male"	"Age 0 - 4"	"East"	"1992"	"number"	175148	""
"Male"	"Age 0 - 4"	"East"	"1993"	"number"	173878	""
"Male"	"Age 0 - 4"	"East"	"1994"	"number"	174509	""
"Male"	"Age 0 - 4"	"East"	"1995"	"number"	173579	""
"Male"	"Age 0 - 4"	"East"	"1996"	"number"	171144	""
"Male"	"Age 0 - 4"	"East"	"1997"	"number"	170580	""
"Male"	"Age 0 - 4"	"East"	"1998"	"number"	169446	""
"Male"	"Age 0 - 4"	"East"	"1999"	"number"	169056	""
"Male"	"Age 0 - 4"	"East"	"2000"	"number"	167346	""
"Male"	"Age 0 - 4"	"East"	"2001"	"number"	164513	""
"Male"	"Age 0 - 4"	"East"	"2002"	"number"	161833	""
"Male"	"Age 0 - 4"	"East"	"2003"	"number"	161117	""
"Male"	"Age 0 - 4"	"East"	"2004"	"number"	161781	""
"Male"	"Age 0 - 4"	"East"	"2005"	"number"	162772	""
"Male"	"Age 0 - 4"	"East"	"2006"	"number"	165116	""
"Male"	"Age 0 - 4"	"East"	"2007"	"number"	169431	""
"Male"	"Age 0 - 4"	"East"	"2008"	"number"	174897	""
"Male"	"Age 0 - 4"	"East"	"2009"	"number"	178116	""
"Male"	"Age 0 - 4"	"East"	"2010"	"number"	182189	""
"Male"	"Age 0 - 4"	"East"	"2011"	"number"	185711	""
"Male"	"Age 0 - 4"	"East"	"2012"	"number"	189019	""
"Male"	"Age 0 - 4"	"East"	"2013"	"number"	189689	""
"Male"	"Age 0 - 4"	"East"	"2014"	"number"	191203	""
"Male"	"Age 0 - 4"	"East"	"2015"	"number"	191815	""
"Male"	"Age 0 - 4"	"East"	"2016"	"number"	191119	""
"Male"	"Age 0 - 4"	"East"	"2017"	"number"	188885	""
"Male"	"Age 0 - 4"	"East"	"2018"	"number"	186579	""
"Male"	"Age 0 - 4"	"East"	"2019"	"number"	184470	""
"Male"	"Age 0 - 4"	"East"	"2020"	"number"	181861	""
"Male"	"Age 0 - 4"	"East"	"2021"	"number"	178501	""
"Male"	"Age 0 - 4"	"East"	"2022"	"number"	179231	""
"Male"	"Age 0 - 4"	"London"	"1991"	"number"	244033	""
"Male"	"Age 0 - 4"	"London"	"1992"	"number"	248199	""
"Male"	"Age 0 - 4"	"London"	"1993"	"number"	249257	""
"Male"	"Age 0 - 4"	"London"	"1994"	"number"	251101	""
"Male"	"Age 0 - 4"	"London"	"1995"	"number"	253084	""
"Male"	"Age 0 - 4"	"London"	"1996"	"number"	253955	""
"Male"	"Age 0 - 4"	"London"	"1997"	"number"	253282	""
"Male"	"Age 0 - 4"	"London"	"1998"	"number"	253431	""
"Male"	"Age 0 - 4"	"London"	"1999"	"number"	250756	""
"Male"	"Age 0 - 4"	"London"	"2000"	"number"	248300	""
"Male"	"Age 0 - 4"	"London"	"2001"	"number"	244208	""
"Male"	"Age 0 - 4"	"London"	"2002"	"number"	243605	""
"Male"	"Age 0 - 4"	"London"	"2003"	"number"	245990	""
"Male"	"Age 0 - 4"	"London"	"2004"	"number"	250042	""
"Male"	"Age 0 - 4"	"London"	"2005"	"number"	256388	""
"Male"	"Age 0 - 4"	"London"	"2006"	"number"	263635	""
"Male"	"Age 0 - 4"	"London"	"2007"	"number"	274057	""
"Male"	"Age 0 - 4"	"London"	"2008"	"number"	282786	""
"Male"	"Age 0 - 4"	"London"	"2009"	"number"	291891	""
"Male"	"Age 0 - 4"	"London"	"2010"	"number"	299505	""
"Male"	"Age 0 - 4"	"London"	"2011"	"number"	303802	""
"Male"	"Age 0 - 4"	"London"	"2012"	"number"	312035	""
"Male"	"Age 0 - 4"	"London"	"2013"	"number"	315235	""
"Male"	"Age 0 - 4"	"London"	"2014"	"number"	315995	""
"Male"	"Age 0 - 4"	"London"	"2015"	"number"	314685	""
"Male"	"Age 0 - 4"	"London"	"2016"	"number"	311790	""
"Male"	"Age 0 - 4"	"London"	"2017"	"number"	304079	""
"Male"	"Age 0 - 4"	"London"	"2018"	"number"	298768	""
"Male"	"Age 0 - 4"	"London"	"2019"	"number"	292533	""
"Male"	"Age 0 - 4"	"London"	"2020"	"number"	284665	""
"Male"	"Age 0 - 4"	"London"	"2021"	"number"	268078	""
"Male"	"Age 0 - 4"	"London"	"2022"	"number"	268172	""
"Male"	"Age 0 - 4"	"South East"	"1991"	"number"	254328	""
"Male"	"Age 0 - 4"	"South East"	"1992"	"number"	256556	""
"Male"	"Age 0 - 4"	"South East"	"1993"	"number"	254970	""
"Male"	"Age 0 - 4"	"South East"	"1994"	"number"	254806	""
"Male"	"Age 0 - 4"	"South East"	"1995"	"number"	254873	""
"Male"	"Age 0 - 4"	"South East"	"1996"	"number"	252525	""
"Male"	"Age 0 - 4"	"South East"	"1997"	"number"	251297	""
"Male"	"Age 0 - 4"	"South East"	"1998"	"number"	249615	""
"Male"	"Age 0 - 4"	"South East"	"1999"	"number"	248433	""
"Male"	"Age 0 - 4"	"South East"	"2000"	"number"	246134	""
"Male"	"Age 0 - 4"	"South East"	"2001"	"number"	241829	""
"Male"	"Age 0 - 4"	"South East"	"2002"	"number"	237322	""
"Male"	"Age 0 - 4"	"South East"	"2003"	"number"	236309	""
"Male"	"Age 0 - 4"	"South East"	"2004"	"number"	236604	""
"Male"	"Age 0 - 4"	"South East"	"2005"	"number"	237540	""
"Male"	"Age 0 - 4"	"South East"	"2006"	"number"	241347	""
"Male"	"Age 0 - 4"	"South East"	"2007"	"number"	249142	""
"Male"	"Age 0 - 4"	"South East"	"2008"	"number"	256368	""
"Male"	"Age 0 - 4"	"South East"	"2009"	"number"	261731	""
"Male"	"Age 0 - 4"	"South East"	"2010"	"number"	269181	""
"Male"	"Age 0 - 4"	"South East"	"2011"	"number"	274823	""
"Male"	"Age 0 - 4"	"South East"	"2012"	"number"	278529	""
"Male"	"Age 0 - 4"	"South East"	"2013"	"number"	279285	""
"Male"	"Age 0 - 4"	"South East"	"2014"	"number"	278840	""
"Male"	"Age 0 - 4"	"South East"	"2015"	"number"	277119	""
"Male"	"Age 0 - 4"	"South East"	"2016"	"number"	273964	""
"Male"	"Age 0 - 4"	"South East"	"2017"	"number"	268738	""
"Male"	"Age 0 - 4"	"South East"	"2018"	"number"	263955	""
"Male"	"Age 0 - 4"	"South East"	"2019"	"number"	260494	""
"Male"	"Age 0 - 4"	"South East"	"2020"	"number"	255976	""
"Male"	"Age 0 - 4"	"South East"	"2021"	"number"	252889	""
"Male"	"Age 0 - 4"	"South East"	"2022"	"number"	253963	""
"Male"	"Age 0 - 4"	"South West"	"1991"	"number"	148904	""
"Male"	"Age 0 - 4"	"South West"	"1992"	"number"	149860	""
"Male"	"Age 0 - 4"	"South West"	"1993"	"number"	148816	""
"Male"	"Age 0 - 4"	"South West"	"1994"	"number"	148137	""
"Male"	"Age 0 - 4"	"South West"	"1995"	"number"	146576	""
"Male"	"Age 0 - 4"	"South West"	"1996"	"number"	144239	""
"Male"	"Age 0 - 4"	"South West"	"1997"	"number"	143810	""
"Male"	"Age 0 - 4"	"South West"	"1998"	"number"	142360	""
"Male"	"Age 0 - 4"	"South West"	"1999"	"number"	141527	""
"Male"	"Age 0 - 4"	"South West"	"2000"	"number"	140009	""
"Male"	"Age 0 - 4"	"South West"	"2001"	"number"	137632	""
"Male"	"Age 0 - 4"	"South West"	"2002"	"number"	134603	""
"Male"	"Age 0 - 4"	"South West"	"2003"	"number"	133600	""
"Male"	"Age 0 - 4"	"South West"	"2004"	"number"	132876	""
"Male"	"Age 0 - 4"	"South West"	"2005"	"number"	133155	""
"Male"	"Age 0 - 4"	"South West"	"2006"	"number"	134748	""
"Male"	"Age 0 - 4"	"South West"	"2007"	"number"	138634	""
"Male"	"Age 0 - 4"	"South West"	"2008"	"number"	142593	""
"Male"	"Age 0 - 4"	"South West"	"2009"	"number"	145577	""
"Male"	"Age 0 - 4"	"South West"	"2010"	"number"	148919	""
"Male"	"Age 0 - 4"	"South West"	"2011"	"number"	151922	""
"Male"	"Age 0 - 4"	"South West"	"2012"	"number"	154834	""
"Male"	"Age 0 - 4"	"South West"	"2013"	"number"	155476	""
"Male"	"Age 0 - 4"	"South West"	"2014"	"number"	155836	""
"Male"	"Age 0 - 4"	"South West"	"2015"	"number"	155549	""
"Male"	"Age 0 - 4"	"South West"	"2016"	"number"	154601	""
"Male"	"Age 0 - 4"	"South West"	"2017"	"number"	151664	""
"Male"	"Age 0 - 4"	"South West"	"2018"	"number"	148663	""
"Male"	"Age 0 - 4"	"South West"	"2019"	"number"	146302	""
"Male"	"Age 0 - 4"	"South West"	"2020"	"number"	142844	""
"Male"	"Age 0 - 4"	"South West"	"2021"	"number"	140062	""
"Male"	"Age 0 - 4"	"South West"	"2022"	"number"	139701	""
"Male"	"Age 0 - 4"	"Wales"	"1991"	"number"	98010	""
"Male"	"Age 0 - 4"	"Wales"	"1992"	"number"	97615	""
"Male"	"Age 0 - 4"	"Wales"	"1993"	"number"	96404	""
"Male"	"Age 0 - 4"	"Wales"	"1994"	"number"	95892	""
"Male"	"Age 0 - 4"	"Wales"	"1995"	"number"	93901	""
"Male"	"Age 0 - 4"	"Wales"	"1996"	"number"	91714	""
"Male"	"Age 0 - 4"	"Wales"	"1997"	"number"	90860	""
"Male"	"Age 0 - 4"	"Wales"	"1998"	"number"	89545	""
"Male"	"Age 0 - 4"	"Wales"	"1999"	"number"	88349	""
"Male"	"Age 0 - 4"	"Wales"	"2000"	"number"	87126	""
"Male"	"Age 0 - 4"	"Wales"	"2001"	"number"	85724	""
"Male"	"Age 0 - 4"	"Wales"	"2002"	"number"	83484	""
"Male"	"Age 0 - 4"	"Wales"	"2003"	"number"	82533	""
"Male"	"Age 0 - 4"	"Wales"	"2004"	"number"	82079	""
"Male"	"Age 0 - 4"	"Wales"	"2005"	"number"	81971	""
"Male"	"Age 0 - 4"	"Wales"	"2006"	"number"	82582	""
"Male"	"Age 0 - 4"	"Wales"	"2007"	"number"	84413	""
"Male"	"Age 0 - 4"	"Wales"	"2008"	"number"	86767	""
"Male"	"Age 0 - 4"	"Wales"	"2009"	"number"	88381	""
"Male"	"Age 0 - 4"	"Wales"	"2010"	"number"	89951	""
"Male"	"Age 0 - 4"	"Wales"	"2011"	"number"	91605	""
"Male"	"Age 0 - 4"	"Wales"	"2012"	"number"	91949	""
"Male"	"Age 0 - 4"	"Wales"	"2013"	"number"	91252	""
"Male"	"Age 0 - 4"	"Wales"	"2014"	"number"	90376	""
"Male"	"Age 0 - 4"	"Wales"	"2015"	"number"	89230	""
"Male"	"Age 0 - 4"	"Wales"	"2016"	"number"	87708	""
"Male"	"Age 0 - 4"	"Wales"	"2017"	"number"	86278	""
"Male"	"Age 0 - 4"	"Wales"	"2018"	"number"	84863	""
"Male"	"Age 0 - 4"	"Wales"	"2019"	"number"	83307	""
"Male"	"Age 0 - 4"	"Wales"	"2020"	"number"	81317	""
"Male"	"Age 0 - 4"	"Wales"	"2021"	"number"	78672	""
"Male"	"Age 0 - 4"	"Wales"	"2022"	"number"	78307	""
"Male"	"Age 0 - 4"	"Scotland"	"1991"	"number"	165807	""
"Male"	"Age 0 - 4"	"Scotland"	"1992"	"number"	166259	""
"Male"	"Age 0 - 4"	"Scotland"	"1993"	"number"	164842	""
"Male"	"Age 0 - 4"	"Scotland"	"1994"	"number"	164426	""
"Male"	"Age 0 - 4"	"Scotland"	"1995"	"number"	162513	""
"Male"	"Age 0 - 4"	"Scotland"	"1996"	"number"	158511	""
"Male"	"Age 0 - 4"	"Scotland"	"1997"	"number"	154898	""
"Male"	"Age 0 - 4"	"Scotland"	"1998"	"number"	151918	""
"Male"	"Age 0 - 4"	"Scotland"	"1999"	"number"	148906	""
"Male"	"Age 0 - 4"	"Scotland"	"2000"	"number"	145456	""
"Male"	"Age 0 - 4"	"Scotland"	"2001"	"number"	141772	""
"Male"	"Age 0 - 4"	"Scotland"	"2002"	"number"	138065	""
"Male"	"Age 0 - 4"	"Scotland"	"2003"	"number"	135548	""
"Male"	"Age 0 - 4"	"Scotland"	"2004"	"number"	134862	""
"Male"	"Age 0 - 4"	"Scotland"	"2005"	"number"	135760	""
"Male"	"Age 0 - 4"	"Scotland"	"2006"	"number"	137217	""
"Male"	"Age 0 - 4"	"Scotland"	"2007"	"number"	140722	""
"Male"	"Age 0 - 4"	"Scotland"	"2008"	"number"	144692	""
"Male"	"Age 0 - 4"	"Scotland"	"2009"	"number"	147206	""
"Male"	"Age 0 - 4"	"Scotland"	"2010"	"number"	148348	""
"Male"	"Age 0 - 4"	"Scotland"	"2011"	"number"	149746	""
"Male"	"Age 0 - 4"	"Scotland"	"2012"	"number"	150987	""
"Male"	"Age 0 - 4"	"Scotland"	"2013"	"number"	150199	""
"Male"	"Age 0 - 4"	"Scotland"	"2014"	"number"	149338	""
"Male"	"Age 0 - 4"	"Scotland"	"2015"	"number"	149284	""
"Male"	"Age 0 - 4"	"Scotland"	"2016"	"number"	147527	""
"Male"	"Age 0 - 4"	"Scotland"	"2017"	"number"	145116	""
"Male"	"Age 0 - 4"	"Scotland"	"2018"	"number"	142579	""
"Male"	"Age 0 - 4"	"Scotland"	"2019"	"number"	139982	""
"Male"	"Age 0 - 4"	"Scotland"	"2020"	"number"	135959	""
"Male"	"Age 0 - 4"	"Scotland"	"2021"	"number"	131314	""
"Male"	"Age 0 - 4"	"Scotland"	"2022"	"number"		"-"
"Male"	"Age 0 - 4"	"Northern Ireland"	"1991"	"number"	67714	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"1992"	"number"	67247	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"1993"	"number"	66117	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"1994"	"number"	64859	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"1995"	"number"	63748	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"1996"	"number"	62938	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"1997"	"number"	62259	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"1998"	"number"	61693	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"1999"	"number"	61253	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2000"	"number"	60375	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2001"	"number"	59050	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2002"	"number"	57552	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2003"	"number"	56526	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2004"	"number"	55866	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2005"	"number"	56051	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2006"	"number"	56802	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2007"	"number"	58442	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2008"	"number"	60564	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2009"	"number"	62084	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2010"	"number"	63311	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2011"	"number"	64543	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2012"	"number"	65147	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2013"	"number"	64699	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2014"	"number"	64213	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2015"	"number"	63979	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2016"	"number"	64023	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2017"	"number"	63161	""
"Male"	"Age 0 - 4"	"Northern Ireland"	"2018"	"number"	62618	""
