"Gender"	"Age"	"region"	"date"	"value type"	"value"	"flag"
"Male"	"Aged 10-14"	"South East"	"2015"	"number"	258474	""
"Male"	"Aged 10-14"	"South East"	"2016"	"number"	263877	""
"Male"	"Aged 10-14"	"South East"	"2017"	"number"	270763	""
"Male"	"Aged 10-14"	"South East"	"2018"	"number"	277345	""
"Male"	"Aged 10-14"	"South East"	"2019"	"number"	282006	""
"Male"	"Aged 10-14"	"South East"	"2020"	"number"	286970	""
"Male"	"Aged 10-14"	"South East"	"2021"	"number"	292734	""
"Male"	"Aged 10-14"	"South East"	"2022"	"number"	300438	""
"Male"	"Aged 10-14"	"South West"	"1991"	"number"	138876	""
"Male"	"Aged 10-14"	"South West"	"1992"	"number"	142294	""
"Male"	"Aged 10-14"	"South West"	"1993"	"number"	144996	""
"Male"	"Aged 10-14"	"South West"	"1994"	"number"	145453	""
"Male"	"Aged 10-14"	"South West"	"1995"	"number"	146391	""
"Male"	"Aged 10-14"	"South West"	"1996"	"number"	147524	""
"Male"	"Aged 10-14"	"South West"	"1997"	"number"	149716	""
"Male"	"Aged 10-14"	"South West"	"1998"	"number"	153522	""
"Male"	"Aged 10-14"	"South West"	"1999"	"number"	156600	""
"Male"	"Aged 10-14"	"South West"	"2000"	"number"	159131	""
"Male"	"Aged 10-14"	"South West"	"2001"	"number"	161819	""
"Male"	"Aged 10-14"	"South West"	"2002"	"number"	162701	""
"Male"	"Aged 10-14"	"South West"	"2003"	"number"	162473	""
"Male"	"Aged 10-14"	"South West"	"2004"	"number"	162056	""
"Male"	"Aged 10-14"	"South West"	"2005"	"number"	160673	""
"Male"	"Aged 10-14"	"South West"	"2006"	"number"	159023	""
"Male"	"Aged 10-14"	"South West"	"2007"	"number"	158598	""
"Male"	"Aged 10-14"	"South West"	"2008"	"number"	157125	""
"Male"	"Aged 10-14"	"South West"	"2009"	"number"	155540	""
"Male"	"Aged 10-14"	"South West"	"2010"	"number"	154387	""
"Male"	"Aged 10-14"	"South West"	"2011"	"number"	151239	""
"Male"	"Aged 10-14"	"South West"	"2012"	"number"	146929	""
"Male"	"Aged 10-14"	"South West"	"2013"	"number"	145289	""
"Male"	"Aged 10-14"	"South West"	"2014"	"number"	144628	""
"Male"	"Aged 10-14"	"South West"	"2015"	"number"	145294	""
"Male"	"Aged 10-14"	"South West"	"2016"	"number"	148241	""
"Male"	"Aged 10-14"	"South West"	"2017"	"number"	152241	""
"Male"	"Aged 10-14"	"South West"	"2018"	"number"	155459	""
"Male"	"Aged 10-14"	"South West"	"2019"	"number"	157959	""
"Male"	"Aged 10-14"	"South West"	"2020"	"number"	160443	""
"Male"	"Aged 10-14"	"South West"	"2021"	"number"	163812	""
"Male"	"Aged 10-14"	"South West"	"2022"	"number"	168053	""
"Male"	"Aged 10-14"	"Wales"	"1991"	"number"	90780	""
"Male"	"Aged 10-14"	"Wales"	"1992"	"number"	92716	""
"Male"	"Aged 10-14"	"Wales"	"1993"	"number"	94759	""
"Male"	"Aged 10-14"	"Wales"	"1994"	"number"	94865	""
"Male"	"Aged 10-14"	"Wales"	"1995"	"number"	94910	""
"Male"	"Aged 10-14"	"Wales"	"1996"	"number"	95519	""
"Male"	"Aged 10-14"	"Wales"	"1997"	"number"	96746	""
"Male"	"Aged 10-14"	"Wales"	"1998"	"number"	98293	""
"Male"	"Aged 10-14"	"Wales"	"1999"	"number"	99919	""
"Male"	"Aged 10-14"	"Wales"	"2000"	"number"	100136	""
"Male"	"Aged 10-14"	"Wales"	"2001"	"number"	101186	""
"Male"	"Aged 10-14"	"Wales"	"2002"	"number"	101100	""
"Male"	"Aged 10-14"	"Wales"	"2003"	"number"	100735	""
"Male"	"Aged 10-14"	"Wales"	"2004"	"number"	99906	""
"Male"	"Aged 10-14"	"Wales"	"2005"	"number"	98653	""
"Male"	"Aged 10-14"	"Wales"	"2006"	"number"	96848	""
"Male"	"Aged 10-14"	"Wales"	"2007"	"number"	96366	""
"Male"	"Aged 10-14"	"Wales"	"2008"	"number"	95258	""
"Male"	"Aged 10-14"	"Wales"	"2009"	"number"	93778	""
"Male"	"Aged 10-14"	"Wales"	"2010"	"number"	92323	""
"Male"	"Aged 10-14"	"Wales"	"2011"	"number"	90669	""
"Male"	"Aged 10-14"	"Wales"	"2012"	"number"	87722	""
"Male"	"Aged 10-14"	"Wales"	"2013"	"number"	85921	""
"Male"	"Aged 10-14"	"Wales"	"2014"	"number"	84829	""
"Male"	"Aged 10-14"	"Wales"	"2015"	"number"	85004	""
"Male"	"Aged 10-14"	"Wales"	"2016"	"number"	85943	""
"Male"	"Aged 10-14"	"Wales"	"2017"	"number"	87607	""
"Male"	"Aged 10-14"	"Wales"	"2018"	"number"	89620	""
"Male"	"Aged 10-14"	"Wales"	"2019"	"number"	91335	""
"Male"	"Aged 10-14"	"Wales"	"2020"	"number"	92446	""
"Male"	"Aged 10-14"	"Wales"	"2021"	"number"	93940	""
"Male"	"Aged 10-14"	"Wales"	"2022"	"number"	95534	""
"Male"	"Aged 10-14"	"Scotland"	"1991"	"number"	160669	""
"Male"	"Aged 10-14"	"Scotland"	"1992"	"number"	162816	""
"Male"	"Aged 10-14"	"Scotland"	"1993"	"number"	164684	""
"Male"	"Aged 10-14"	"Scotland"	"1994"	"number"	164001	""
"Male"	"Aged 10-14"	"Scotland"	"1995"	"number"	163383	""
"Male"	"Aged 10-14"	"Scotland"	"1996"	"number"	162507	""
"Male"	"Aged 10-14"	"Scotland"	"1997"	"number"	163278	""
"Male"	"Aged 10-14"	"Scotland"	"1998"	"number"	165345	""
"Male"	"Aged 10-14"	"Scotland"	"1999"	"number"	166252	""
"Male"	"Aged 10-14"	"Scotland"	"2000"	"number"	165676	""
"Male"	"Aged 10-14"	"Scotland"	"2001"	"number"	165739	""
"Male"	"Aged 10-14"	"Scotland"	"2002"	"number"	165258	""
"Male"	"Aged 10-14"	"Scotland"	"2003"	"number"	163173	""
"Male"	"Aged 10-14"	"Scotland"	"2004"	"number"	162385	""
"Male"	"Aged 10-14"	"Scotland"	"2005"	"number"	160762	""
"Male"	"Aged 10-14"	"Scotland"	"2006"	"number"	158340	""
"Male"	"Aged 10-14"	"Scotland"	"2007"	"number"	157162	""
"Male"	"Aged 10-14"	"Scotland"	"2008"	"number"	155933	""
"Male"	"Aged 10-14"	"Scotland"	"2009"	"number"	154190	""
"Male"	"Aged 10-14"	"Scotland"	"2010"	"number"	152066	""
"Male"	"Aged 10-14"	"Scotland"	"2011"	"number"	148766	""
"Male"	"Aged 10-14"	"Scotland"	"2012"	"number"	144068	""
"Male"	"Aged 10-14"	"Scotland"	"2013"	"number"	140632	""
"Male"	"Aged 10-14"	"Scotland"	"2014"	"number"	139039	""
"Male"	"Aged 10-14"	"Scotland"	"2015"	"number"	139159	""
"Male"	"Aged 10-14"	"Scotland"	"2016"	"number"	140381	""
"Male"	"Aged 10-14"	"Scotland"	"2017"	"number"	143480	""
"Male"	"Aged 10-14"	"Scotland"	"2018"	"number"	147266	""
"Male"	"Aged 10-14"	"Scotland"	"2019"	"number"	150487	""
"Male"	"Aged 10-14"	"Scotland"	"2020"	"number"	151875	""
"Male"	"Aged 10-14"	"Scotland"	"2021"	"number"	155283	""
"Male"	"Aged 10-14"	"Scotland"	"2022"	"number"		"-"
"Male"	"Aged 10-14"	"Northern Ireland"	"1991"	"number"	65790	""
"Male"	"Aged 10-14"	"Northern Ireland"	"1992"	"number"	66101	""
"Male"	"Aged 10-14"	"Northern Ireland"	"1993"	"number"	66726	""
"Male"	"Aged 10-14"	"Northern Ireland"	"1994"	"number"	67182	""
"Male"	"Aged 10-14"	"Northern Ireland"	"1995"	"number"	67165	""
"Male"	"Aged 10-14"	"Northern Ireland"	"1996"	"number"	67684	""
"Male"	"Aged 10-14"	"Northern Ireland"	"1997"	"number"	68625	""
"Male"	"Aged 10-14"	"Northern Ireland"	"1998"	"number"	68927	""
"Male"	"Aged 10-14"	"Northern Ireland"	"1999"	"number"	68987	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2000"	"number"	68494	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2001"	"number"	68068	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2002"	"number"	67151	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2003"	"number"	65917	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2004"	"number"	64748	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2005"	"number"	63980	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2006"	"number"	63296	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2007"	"number"	63022	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2008"	"number"	62948	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2009"	"number"	62649	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2010"	"number"	61967	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2011"	"number"	60751	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2012"	"number"	59433	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2013"	"number"	58101	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2014"	"number"	57523	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2015"	"number"	57391	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2016"	"number"	58159	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2017"	"number"	59663	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2018"	"number"	61850	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2019"	"number"	63776	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2020"	"number"	65147	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2021"	"number"	65027	""
"Male"	"Aged 10-14"	"Northern Ireland"	"2022"	"number"		"-"
"Male"	"Aged 15-19"	"North East"	"1991"	"number"	85591	""
"Male"	"Aged 15-19"	"North East"	"1992"	"number"	80753	""
"Male"	"Aged 15-19"	"North East"	"1993"	"number"	77694	""
"Male"	"Aged 15-19"	"North East"	"1994"	"number"	78084	""
"Male"	"Aged 15-19"	"North East"	"1995"	"number"	78279	""
"Male"	"Aged 15-19"	"North East"	"1996"	"number"	79248	""
"Male"	"Aged 15-19"	"North East"	"1997"	"number"	81234	""
"Male"	"Aged 15-19"	"North East"	"1998"	"number"	82911	""
"Male"	"Aged 15-19"	"North East"	"1999"	"number"	82679	""
"Male"	"Aged 15-19"	"North East"	"2000"	"number"	82494	""
"Male"	"Aged 15-19"	"North East"	"2001"	"number"	83842	""
"Male"	"Aged 15-19"	"North East"	"2002"	"number"	85870	""
"Male"	"Aged 15-19"	"North East"	"2003"	"number"	86379	""
"Male"	"Aged 15-19"	"North East"	"2004"	"number"	86466	""
"Male"	"Aged 15-19"	"North East"	"2005"	"number"	86139	""
"Male"	"Aged 15-19"	"North East"	"2006"	"number"	86780	""
"Male"	"Aged 15-19"	"North East"	"2007"	"number"	87577	""
"Male"	"Aged 15-19"	"North East"	"2008"	"number"	87184	""
"Male"	"Aged 15-19"	"North East"	"2009"	"number"	87001	""
"Male"	"Aged 15-19"	"North East"	"2010"	"number"	86787	""
"Male"	"Aged 15-19"	"North East"	"2011"	"number"	85363	""
"Male"	"Aged 15-19"	"North East"	"2012"	"number"	83631	""
"Male"	"Aged 15-19"	"North East"	"2013"	"number"	82492	""
"Male"	"Aged 15-19"	"North East"	"2014"	"number"	81082	""
"Male"	"Aged 15-19"	"North East"	"2015"	"number"	79041	""
"Male"	"Aged 15-19"	"North East"	"2016"	"number"	76458	""
"Male"	"Aged 15-19"	"North East"	"2017"	"number"	74579	""
"Male"	"Aged 15-19"	"North East"	"2018"	"number"	73862	""
"Male"	"Aged 15-19"	"North East"	"2019"	"number"	73567	""
"Male"	"Aged 15-19"	"North East"	"2020"	"number"	74191	""
"Male"	"Aged 15-19"	"North East"	"2021"	"number"	76072	""
"Male"	"Aged 15-19"	"North East"	"2022"	"number"	79213	""
"Male"	"Aged 15-19"	"North West"	"1991"	"number"	229641	""
"Male"	"Aged 15-19"	"North West"	"1992"	"number"	216299	""
"Male"	"Aged 15-19"	"North West"	"1993"	"number"	207557	""
"Male"	"Aged 15-19"	"North West"	"1994"	"number"	204274	""
"Male"	"Aged 15-19"	"North West"	"1995"	"number"	202922	""
"Male"	"Aged 15-19"	"North West"	"1996"	"number"	204078	""
"Male"	"Aged 15-19"	"North West"	"1997"	"number"	207405	""
"Male"	"Aged 15-19"	"North West"	"1998"	"number"	213233	""
"Male"	"Aged 15-19"	"North West"	"1999"	"number"	214893	""
"Male"	"Aged 15-19"	"North West"	"2000"	"number"	217647	""
"Male"	"Aged 15-19"	"North West"	"2001"	"number"	222433	""
"Male"	"Aged 15-19"	"North West"	"2002"	"number"	227463	""
"Male"	"Aged 15-19"	"North West"	"2003"	"number"	232211	""
"Male"	"Aged 15-19"	"North West"	"2004"	"number"	234460	""
"Male"	"Aged 15-19"	"North West"	"2005"	"number"	234135	""
"Male"	"Aged 15-19"	"North West"	"2006"	"number"	237911	""
"Male"	"Aged 15-19"	"North West"	"2007"	"number"	240606	""
"Male"	"Aged 15-19"	"North West"	"2008"	"number"	239084	""
"Male"	"Aged 15-19"	"North West"	"2009"	"number"	238250	""
"Male"	"Aged 15-19"	"North West"	"2010"	"number"	235175	""
"Male"	"Aged 15-19"	"North West"	"2011"	"number"	231400	""
"Male"	"Aged 15-19"	"North West"	"2012"	"number"	226513	""
"Male"	"Aged 15-19"	"North West"	"2013"	"number"	221931	""
"Male"	"Aged 15-19"	"North West"	"2014"	"number"	218716	""
"Male"	"Aged 15-19"	"North West"	"2015"	"number"	215540	""
"Male"	"Aged 15-19"	"North West"	"2016"	"number"	212844	""
"Male"	"Aged 15-19"	"North West"	"2017"	"number"	208558	""
"Male"	"Aged 15-19"	"North West"	"2018"	"number"	208249	""
"Male"	"Aged 15-19"	"North West"	"2019"	"number"	209432	""
"Male"	"Aged 15-19"	"North West"	"2020"	"number"	214158	""
"Male"	"Aged 15-19"	"North West"	"2021"	"number"	220371	""
"Male"	"Aged 15-19"	"North West"	"2022"	"number"	228154	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"1991"	"number"	165750	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"1992"	"number"	156041	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"1993"	"number"	148415	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"1994"	"number"	146708	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"1995"	"number"	148894	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"1996"	"number"	150919	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"1997"	"number"	153988	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"1998"	"number"	155948	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"1999"	"number"	158069	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2000"	"number"	160085	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2001"	"number"	163711	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2002"	"number"	166736	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2003"	"number"	170063	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2004"	"number"	171045	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2005"	"number"	171818	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2006"	"number"	173297	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2007"	"number"	174544	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2008"	"number"	176019	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2009"	"number"	177407	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2010"	"number"	176614	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2011"	"number"	175287	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2012"	"number"	173979	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2013"	"number"	170612	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2014"	"number"	168400	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2015"	"number"	166623	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2016"	"number"	163511	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2017"	"number"	160270	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2018"	"number"	158855	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2019"	"number"	160009	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2020"	"number"	161779	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2021"	"number"	165168	""
"Male"	"Aged 15-19"	"Yorkshire and The Humber"	"2022"	"number"	169775	""
"Male"	"Aged 15-19"	"East Midlands"	"1991"	"number"	135961	""
"Male"	"Aged 15-19"	"East Midlands"	"1992"	"number"	128760	""
"Male"	"Aged 15-19"	"East Midlands"	"1993"	"number"	124288	""
"Male"	"Aged 15-19"	"East Midlands"	"1994"	"number"	122185	""
"Male"	"Aged 15-19"	"East Midlands"	"1995"	"number"	123349	""
"Male"	"Aged 15-19"	"East Midlands"	"1996"	"number"	125414	""
"Male"	"Aged 15-19"	"East Midlands"	"1997"	"number"	126986	""
"Male"	"Aged 15-19"	"East Midlands"	"1998"	"number"	128992	""
"Male"	"Aged 15-19"	"East Midlands"	"1999"	"number"	132109	""
"Male"	"Aged 15-19"	"East Midlands"	"2000"	"number"	132646	""
"Male"	"Aged 15-19"	"East Midlands"	"2001"	"number"	134747	""
"Male"	"Aged 15-19"	"East Midlands"	"2002"	"number"	137626	""
"Male"	"Aged 15-19"	"East Midlands"	"2003"	"number"	140903	""
"Male"	"Aged 15-19"	"East Midlands"	"2004"	"number"	142356	""
"Male"	"Aged 15-19"	"East Midlands"	"2005"	"number"	143251	""
"Male"	"Aged 15-19"	"East Midlands"	"2006"	"number"	146425	""
"Male"	"Aged 15-19"	"East Midlands"	"2007"	"number"	148304	""
"Male"	"Aged 15-19"	"East Midlands"	"2008"	"number"	148819	""
"Male"	"Aged 15-19"	"East Midlands"	"2009"	"number"	150606	""
"Male"	"Aged 15-19"	"East Midlands"	"2010"	"number"	151040	""
"Male"	"Aged 15-19"	"East Midlands"	"2011"	"number"	150204	""
"Male"	"Aged 15-19"	"East Midlands"	"2012"	"number"	149821	""
"Male"	"Aged 15-19"	"East Midlands"	"2013"	"number"	147925	""
"Male"	"Aged 15-19"	"East Midlands"	"2014"	"number"	146693	""
"Male"	"Aged 15-19"	"East Midlands"	"2015"	"number"	144713	""
"Male"	"Aged 15-19"	"East Midlands"	"2016"	"number"	143222	""
"Male"	"Aged 15-19"	"East Midlands"	"2017"	"number"	141287	""
"Male"	"Aged 15-19"	"East Midlands"	"2018"	"number"	140390	""
"Male"	"Aged 15-19"	"East Midlands"	"2019"	"number"	141480	""
"Male"	"Aged 15-19"	"East Midlands"	"2020"	"number"	143042	""
"Male"	"Aged 15-19"	"East Midlands"	"2021"	"number"	146058	""
"Male"	"Aged 15-19"	"East Midlands"	"2022"	"number"	149761	""
"Male"	"Aged 15-19"	"West Midlands"	"1991"	"number"	179169	""
"Male"	"Aged 15-19"	"West Midlands"	"1992"	"number"	168840	""
"Male"	"Aged 15-19"	"West Midlands"	"1993"	"number"	161568	""
"Male"	"Aged 15-19"	"West Midlands"	"1994"	"number"	159374	""
"Male"	"Aged 15-19"	"West Midlands"	"1995"	"number"	160665	""
"Male"	"Aged 15-19"	"West Midlands"	"1996"	"number"	162685	""
"Male"	"Aged 15-19"	"West Midlands"	"1997"	"number"	164972	""
"Male"	"Aged 15-19"	"West Midlands"	"1998"	"number"	168954	""
"Male"	"Aged 15-19"	"West Midlands"	"1999"	"number"	169900	""
"Male"	"Aged 15-19"	"West Midlands"	"2000"	"number"	171267	""
"Male"	"Aged 15-19"	"West Midlands"	"2001"	"number"	174623	""
"Male"	"Aged 15-19"	"West Midlands"	"2002"	"number"	177434	""
"Male"	"Aged 15-19"	"West Midlands"	"2003"	"number"	180241	""
"Male"	"Aged 15-19"	"West Midlands"	"2004"	"number"	181584	""
"Male"	"Aged 15-19"	"West Midlands"	"2005"	"number"	182312	""
"Male"	"Aged 15-19"	"West Midlands"	"2006"	"number"	185886	""
"Male"	"Aged 15-19"	"West Midlands"	"2007"	"number"	188464	""
"Male"	"Aged 15-19"	"West Midlands"	"2008"	"number"	188871	""
"Male"	"Aged 15-19"	"West Midlands"	"2009"	"number"	190194	""
"Male"	"Aged 15-19"	"West Midlands"	"2010"	"number"	190004	""
"Male"	"Aged 15-19"	"West Midlands"	"2011"	"number"	188263	""
"Male"	"Aged 15-19"	"West Midlands"	"2012"	"number"	185319	""
"Male"	"Aged 15-19"	"West Midlands"	"2013"	"number"	184298	""
"Male"	"Aged 15-19"	"West Midlands"	"2014"	"number"	182223	""
"Male"	"Aged 15-19"	"West Midlands"	"2015"	"number"	181083	""
"Male"	"Aged 15-19"	"West Midlands"	"2016"	"number"	179551	""
"Male"	"Aged 15-19"	"West Midlands"	"2017"	"number"	176273	""
"Male"	"Aged 15-19"	"West Midlands"	"2018"	"number"	175985	""
"Male"	"Aged 15-19"	"West Midlands"	"2019"	"number"	177185	""
"Male"	"Aged 15-19"	"West Midlands"	"2020"	"number"	180388	""
"Male"	"Aged 15-19"	"West Midlands"	"2021"	"number"	183883	""
"Male"	"Aged 15-19"	"West Midlands"	"2022"	"number"	187987	""
"Male"	"Aged 15-19"	"East"	"1991"	"number"	172651	""
"Male"	"Aged 15-19"	"East"	"1992"	"number"	163457	""
"Male"	"Aged 15-19"	"East"	"1993"	"number"	156702	""
"Male"	"Aged 15-19"	"East"	"1994"	"number"	153872	""
"Male"	"Aged 15-19"	"East"	"1995"	"number"	152456	""
"Male"	"Aged 15-19"	"East"	"1996"	"number"	153927	""
"Male"	"Aged 15-19"	"East"	"1997"	"number"	156079	""
"Male"	"Aged 15-19"	"East"	"1998"	"number"	159888	""
"Male"	"Aged 15-19"	"East"	"1999"	"number"	160896	""
"Male"	"Aged 15-19"	"East"	"2000"	"number"	161349	""
"Male"	"Aged 15-19"	"East"	"2001"	"number"	163119	""
"Male"	"Aged 15-19"	"East"	"2002"	"number"	166523	""
"Male"	"Aged 15-19"	"East"	"2003"	"number"	170448	""
"Male"	"Aged 15-19"	"East"	"2004"	"number"	172465	""
"Male"	"Aged 15-19"	"East"	"2005"	"number"	176002	""
"Male"	"Aged 15-19"	"East"	"2006"	"number"	180610	""
"Male"	"Aged 15-19"	"East"	"2007"	"number"	183405	""
"Male"	"Aged 15-19"	"East"	"2008"	"number"	183264	""
"Male"	"Aged 15-19"	"East"	"2009"	"number"	185251	""
"Male"	"Aged 15-19"	"East"	"2010"	"number"	185443	""
"Male"	"Aged 15-19"	"East"	"2011"	"number"	184915	""
"Male"	"Aged 15-19"	"East"	"2012"	"number"	184337	""
"Male"	"Aged 15-19"	"East"	"2013"	"number"	183676	""
"Male"	"Aged 15-19"	"East"	"2014"	"number"	181233	""
"Male"	"Aged 15-19"	"East"	"2015"	"number"	178939	""
"Male"	"Aged 15-19"	"East"	"2016"	"number"	177434	""
"Male"	"Aged 15-19"	"East"	"2017"	"number"	174911	""
"Male"	"Aged 15-19"	"East"	"2018"	"number"	174037	""
"Male"	"Aged 15-19"	"East"	"2019"	"number"	175157	""
"Male"	"Aged 15-19"	"East"	"2020"	"number"	177138	""
"Male"	"Aged 15-19"	"East"	"2021"	"number"	179691	""
"Male"	"Aged 15-19"	"East"	"2022"	"number"	181213	""
"Male"	"Aged 15-19"	"London"	"1991"	"number"	195405	""
"Male"	"Aged 15-19"	"London"	"1992"	"number"	186633	""
"Male"	"Aged 15-19"	"London"	"1993"	"number"	179747	""
"Male"	"Aged 15-19"	"London"	"1994"	"number"	186052	""
"Male"	"Aged 15-19"	"London"	"1995"	"number"	196476	""
"Male"	"Aged 15-19"	"London"	"1996"	"number"	203208	""
"Male"	"Aged 15-19"	"London"	"1997"	"number"	210423	""
"Male"	"Aged 15-19"	"London"	"1998"	"number"	207963	""
"Male"	"Aged 15-19"	"London"	"1999"	"number"	203348	""
"Male"	"Aged 15-19"	"London"	"2000"	"number"	206557	""
"Male"	"Aged 15-19"	"London"	"2001"	"number"	213302	""
"Male"	"Aged 15-19"	"London"	"2002"	"number"	222787	""
"Male"	"Aged 15-19"	"London"	"2003"	"number"	226899	""
"Male"	"Aged 15-19"	"London"	"2004"	"number"	226861	""
"Male"	"Aged 15-19"	"London"	"2005"	"number"	224690	""
"Male"	"Aged 15-19"	"London"	"2006"	"number"	228923	""
"Male"	"Aged 15-19"	"London"	"2007"	"number"	231568	""
"Male"	"Aged 15-19"	"London"	"2008"	"number"	233061	""
"Male"	"Aged 15-19"	"London"	"2009"	"number"	235409	""
"Male"	"Aged 15-19"	"London"	"2010"	"number"	237839	""
"Male"	"Aged 15-19"	"London"	"2011"	"number"	240312	""
"Male"	"Aged 15-19"	"London"	"2012"	"number"	242291	""
"Male"	"Aged 15-19"	"London"	"2013"	"number"	241830	""
"Male"	"Aged 15-19"	"London"	"2014"	"number"	240543	""
"Male"	"Aged 15-19"	"London"	"2015"	"number"	240498	""
"Male"	"Aged 15-19"	"London"	"2016"	"number"	238431	""
"Male"	"Aged 15-19"	"London"	"2017"	"number"	234510	""
"Male"	"Aged 15-19"	"London"	"2018"	"number"	236153	""
"Male"	"Aged 15-19"	"London"	"2019"	"number"	241210	""
"Male"	"Aged 15-19"	"London"	"2020"	"number"	246427	""
"Male"	"Aged 15-19"	"London"	"2021"	"number"	252465	""
"Male"	"Aged 15-19"	"London"	"2022"	"number"	259027	""
"Male"	"Aged 15-19"	"South East"	"1991"	"number"	255169	""
"Male"	"Aged 15-19"	"South East"	"1992"	"number"	239185	""
"Male"	"Aged 15-19"	"South East"	"1993"	"number"	231516	""
"Male"	"Aged 15-19"	"South East"	"1994"	"number"	229793	""
"Male"	"Aged 15-19"	"South East"	"1995"	"number"	231523	""
"Male"	"Aged 15-19"	"South East"	"1996"	"number"	236134	""
"Male"	"Aged 15-19"	"South East"	"1997"	"number"	242365	""
"Male"	"Aged 15-19"	"South East"	"1998"	"number"	247709	""
"Male"	"Aged 15-19"	"South East"	"1999"	"number"	250363	""
"Male"	"Aged 15-19"	"South East"	"2000"	"number"	248758	""
"Male"	"Aged 15-19"	"South East"	"2001"	"number"	250346	""
"Male"	"Aged 15-19"	"South East"	"2002"	"number"	253889	""
"Male"	"Aged 15-19"	"South East"	"2003"	"number"	258574	""
"Male"	"Aged 15-19"	"South East"	"2004"	"number"	261599	""
"Male"	"Aged 15-19"	"South East"	"2005"	"number"	263178	""
"Male"	"Aged 15-19"	"South East"	"2006"	"number"	269389	""
"Male"	"Aged 15-19"	"South East"	"2007"	"number"	275396	""
"Male"	"Aged 15-19"	"South East"	"2008"	"number"	275835	""
"Male"	"Aged 15-19"	"South East"	"2009"	"number"	278135	""
"Male"	"Aged 15-19"	"South East"	"2010"	"number"	278451	""
"Male"	"Aged 15-19"	"South East"	"2011"	"number"	277999	""
"Male"	"Aged 15-19"	"South East"	"2012"	"number"	275189	""
"Male"	"Aged 15-19"	"South East"	"2013"	"number"	274212	""
"Male"	"Aged 15-19"	"South East"	"2014"	"number"	271783	""
"Male"	"Aged 15-19"	"South East"	"2015"	"number"	270288	""
"Male"	"Aged 15-19"	"South East"	"2016"	"number"	267941	""
"Male"	"Aged 15-19"	"South East"	"2017"	"number"	264989	""
"Male"	"Aged 15-19"	"South East"	"2018"	"number"	263869	""
"Male"	"Aged 15-19"	"South East"	"2019"	"number"	265125	""
"Male"	"Aged 15-19"	"South East"	"2020"	"number"	268377	""
"Male"	"Aged 15-19"	"South East"	"2021"	"number"	272397	""
